date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
1967,Trim 1,fevrier,11,8,England,Dublin,Five Nations Championship,1967,Five Nations Championship,Ireland,3 - 8,3,Ireland,0,-5,Lansdowne Road,11,England,0
1967,Trim 1,fevrier,11,14,Australia,Colombes,Australia tour,1966e67,"Australia tour of Great Britain, Ireland and France",France,20 - 14,20,France,0,6,Stade Yves-du-Manoir,34,France,0
1967,Trim 1,fevrier,25,5,Ireland,Edinburgh,Five Nations Championship,1967,Five Nations Championship,Scotland,3 - 5,3,Scotland,0,-2,Murrayfield Stadium,8,Ireland,0
1967,Trim 1,fevrier,25,16,France,London,Five Nations Championship,1967,Five Nations Championship,England,12 - 16,12,England,0,-4,Twickenham,28,France,0
1967,Trim 1,mars,11,3,Ireland,Cardiff,Five Nations Championship,1967,Five Nations Championship,Wales,0 - 3,0,Wales,0,-3,National Stadium,3,Ireland,0
1967,Trim 1,mars,18,14,Scotland,London,Five Nations Championship,1967,Five Nations Championship,England,27 - 14,27,England,0,13,Twickenham Stadium,41,England,0
1967,Trim 1,mars,26,13,Italy,Toulon,FIRA Nations Cup,1967e68,FIRA Nations Cup,France,60 - 13,60,France,0,47,Stade Mayol,73,France,0
1967,Trim 2,avril,1,14,Wales,Paris,Five Nations Championship,1967,Five Nations Championship,France,20 - 14,20,France,0,6,Stade Colombes,34,France,0
1967,Trim 2,avril,15,11,France,Dublin,Five Nations Championship,1967,Five Nations Championship,Ireland,6 - 11,6,Ireland,0,-5,Lansdowne Road,17,France,0
1967,Trim 2,avril,15,21,England,Cardiff,Five Nations Championship,1967,Five Nations Championship,Wales,34 - 21,34,Wales,0,13,Cardiff Arms Park,55,Wales,0
1967,Trim 2,mai,13,11,Ireland,Sydney,Ireland tour,1967,Ireland tour of Australia,Australia,5 - 11,5,Australia,0,-6,Sydney Cricket Ground,16,Ireland,0
1967,Trim 3,juillet,15,3,France,Durban,France tour,1967,France rugby union tour of South Africa,South Africa,26 - 3,26,South Africa,0,23,Kings Park,29,South Africa,0
1967,Trim 3,juillet,22,3,France,Bloemfontein,France tour,1967,France rugby union tour of South Africa,South Africa,16 - 3,16,South Africa,0,13,Free State Stadium,19,South Africa,0
1967,Trim 3,juillet,29,19,France,Johannesburg,France tour,1967,France rugby union tour of South Africa,South Africa,14 - 19,14,South Africa,0,-5,Ellis Park,33,France,0
1967,Trim 3,aout,12,6,France,Cape Town,France tour,1967,France rugby union tour of South Africa,South Africa,6 - 6,6,South Africa,0,0,Newlands,12,Draw,0
1967,Trim 3,aout,19,9,Australia,Wellington,Australia tour,1967,Australia tour of New Zealand,New Zealand,29 - 9,29,New Zealand,0,20,Athletic Park,38,New Zealand,0
1967,Trim 4,novembre,4,23,New Zealand,London,New Zealand tour,1967,"New Zealand rugby union tour of Britain, France and Canada",England,11 - 23,11,England,0,-12,Twickenham,34,New Zealand,0
1967,Trim 4,novembre,11,13,New Zealand,Cardiff,New Zealand tour,1967,"New Zealand tour of Great Britain, France and Canada",Wales,6 - 13,6,Wales,0,-7,National Stadium,19,New Zealand,0
1967,Trim 4,novembre,25,21,New Zealand,Colombes,New Zealand tour,1967,New Zealand tour,France,15 - 21,15,France,0,-6,Yves-du-Manoir,36,New Zealand,0
1967,Trim 4,decembre,2,14,New Zealand,Edinburgh,New Zealand tour,1967,New Zealand tour,Scotland,3 - 14,3,Scotland,0,-11,Murrayfield,17,New Zealand,0
1968,Trim 1,janvier,13,8,France,Edinburgh,Five Nations Championship,1968,Five Nations Championship,Scotland,6 - 8,6,Scotland,0,-2,Murrayfield,14,France,0
1968,Trim 1,janvier,20,11,Wales,London,Five Nations Championship,1968,Five Nations Championship,England,11 - 11,11,England,0,0,Twickenham,22,Draw,0
1968,Trim 1,janvier,27,6,Ireland,Paris,Five Nations Championship,1968,Five Nations Championship,France,16 - 6,16,France,0,10,Colombes,22,France,0
1968,Trim 1,fevrier,3,0,Scotland,Cardiff,Five Nations Championship,1968,Five Nations Championship,Wales,5 - 0,5,Wales,0,5,National Stadium,5,Wales,0
1968,Trim 1,fevrier,10,9,Ireland,London,Five Nations Championship,1968,Five Nations Championship,England,9 - 9,9,England,0,0,Twickenham,18,Draw,0
1968,Trim 1,fevrier,24,6,Scotland,Dublin,Five Nations Championship,1968,Five Nations Championship,Ireland,14 - 6,14,Ireland,0,8,Lansdowne Road,20,Ireland,0
1968,Trim 1,fevrier,24,9,England,Colombes,Five Nations Championship,1968,Five Nations Championship,France,14 - 9,14,France,0,5,Stade Yves-du-Manoir,23,France,0
1968,Trim 1,mars,9,6,Wales,Dublin,Five Nations Championship,1968,Five Nations Championship,Ireland,9 - 6,9,Ireland,0,3,Lansdowne Road,15,Ireland,0
1968,Trim 1,mars,16,8,England,Edinburgh,Five Nations Championship,1968,Five Nations Championship,Scotland,6 - 8,6,Scotland,0,-2,Murrayfield Stadium,14,England,0
1968,Trim 1,mars,23,14,France,Cardiff,Five Nations Championship,1968,Five Nations Championship,Wales,9 - 14,9,Wales,0,-5,National Stadium,23,France,0
1968,Trim 2,juin,15,27,New Zealand,Sydney,New Zealand tour,1968,New Zealand tour of Australia,Australia,11 - 27,11,Australia,0,-16,Sydney Cricket Ground,38,New Zealand,0
1968,Trim 2,juin,22,19,New Zealand,Brisbane,New Zealand tour,1968,New Zealand tour of Australia,Australia,18 - 19,18,Australia,0,-1,Ballymore Stadium,37,New Zealand,0
1968,Trim 3,juillet,13,9,France,Christchurch,France tour,1968,French tour of New Zealand,New Zealand,12 - 9,12,New Zealand,0,3,Lancaster Park,21,New Zealand,0
1968,Trim 3,juillet,27,3,France,Wellington,France tour,1968,French tour of New Zealand,New Zealand,9 - 3,9,New Zealand,0,6,Athletic Park,12,New Zealand,0
1968,Trim 3,aout,10,12,France,Auckland,France tour,1968,French tour of New Zealand,New Zealand,19 - 12,19,New Zealand,0,7,Eden Park,31,New Zealand,0
1968,Trim 3,aout,17,10,France,Sydney,France tour,1968,France tour of New Zealand and Australia,Australia,11 - 10,11,Australia,0,1,Sydney Cricket Ground,21,Australia,0
1968,Trim 4,octobre,26,3,Australia,Dublin,Australia tour,1968,Australia tour of Great Britain and Ireland,Ireland,10 - 3,10,Ireland,0,7,Lansdowne Road,13,Ireland,0
1968,Trim 4,novembre,6,3,Australia,Edinburgh,Australia tour,1968,Australia tour of Great Britain and Ireland,Scotland,9 - 3,9,Scotland,0,6,Murrayfield Stadium,12,Scotland,0
1968,Trim 4,novembre,9,12,South Africa,Bordeaux,South Africa tour,1968,South Africa rugby union tour of France,France,9 - 12,9,France,0,-3,Parc Lescure,21,South Africa,0
1968,Trim 4,novembre,16,16,South Africa,Colombes,South Africa tour,1968,South Africa rugby union tour of France,France,11 - 16,11,France,0,-5,Yves-du-Manoir,27,South Africa,0
1969,Trim 1,janvier,11,6,Scotland,Colombes,Five Nations Championship,1969,Five Nations Championship,France,3 - 6,3,France,0,-3,Stade Yves-du-Manoir,9,Scotland,0
1969,Trim 1,janvier,25,9,France,Dublin,Five Nations Championship,1969,Five Nations Championship,Ireland,17 - 9,17,Ireland,0,8,Lansdowne Road,26,Ireland,0
1969,Trim 1,fevrier,1,17,Wales,Edinburgh,Five Nations Championship,1969,Five Nations Championship,Scotland,3 - 17,3,Scotland,0,-14,Murrayfield Stadium,20,Wales,0
1969,Trim 1,fevrier,8,15,England,Dublin,Five Nations Championship,1969,Five Nations Championship,Ireland,17 - 15,17,Ireland,0,2,Lansdowne Road,32,Ireland,0
1969,Trim 1,fevrier,22,8,France,London,Five Nations Championship,1969,Five Nations Championship,England,22 - 8,22,England,0,14,Twickenham,30,England,0
1969,Trim 1,fevrier,22,16,Ireland,Edinburgh,Five Nations Championship,1969,Five Nations Championship,Scotland,0 - 16,0,Scotland,0,-16,Murrayfield Stadium,16,Ireland,0
1969,Trim 1,mars,8,11,Ireland,Cardiff,Five Nations Championship,1969,Five Nations Championship,Wales,24 - 11,24,Wales,0,13,National Stadium,35,Wales,0
1969,Trim 1,mars,15,3,Scotland,London,Five Nations Championship,1969,Five Nations Championship,England,8 - 3,8,England,0,5,Twickenham Stadium,11,England,0
1969,Trim 1,mars,22,8,Wales,Paris,Five Nations Championship,1969,Five Nations Championship,France,8 - 8,8,France,0,0,Stade Colombes,16,Draw,0
1969,Trim 2,avril,12,9,England,Cardiff,Five Nations Championship,1969,Five Nations Championship,Wales,30 - 9,30,Wales,0,21,Cardiff Arms Park,39,Wales,0
1969,Trim 2,mai,31,0,Wales,Christchurch,Wales tour,1969,"Wales tour of New Zealand, Australia and Fiji",New Zealand,19 - 0,19,New Zealand,0,19,Lancaster Park,19,New Zealand,0
1969,Trim 2,juin,14,12,Wales,Auckland,Wales tour,1969,"Wales tour of New Zealand, Australia and Fiji",New Zealand,33 - 12,33,New Zealand,0,21,Eden Park,45,New Zealand,0
1969,Trim 2,juin,21,19,Wales,Sydney,Wales tour,1969,"Wales tour of Australia, New Zealand and Fiji",Australia,16 - 19,16,Australia,0,-3,Sydney Cricket Ground,35,Wales,0
1969,Trim 3,aout,2,11,Australia,Johannesburg,Australia tour,1969,Australia tour of South Africa,South Africa,30 - 11,30,South Africa,0,19,Ellis Park Stadium,41,South Africa,0
1969,Trim 3,aout,16,9,Australia,Durban,Australia tour,1969,Australia tour of South Africa,South Africa,16 - 9,16,South Africa,0,7,Kings Park Stadium,25,South Africa,0
1969,Trim 3,septembre,6,3,Australia,Cape Town,Australia tour,1969,Australia tour of South Africa,South Africa,11 - 3,11,South Africa,0,8,Newlands Stadium,14,South Africa,0
1969,Trim 3,septembre,20,8,Australia,Bloemfontein,Australia tour,1969,Australia tour of South Africa,South Africa,19 - 8,19,South Africa,0,11,Free State Stadium,27,South Africa,0
1969,Trim 4,decembre,6,3,South Africa,Edinburgh,South Africa tour,1969e70,South Africa rugby union tour of Britain and Ireland,Scotland,6 - 3,6,Scotland,0,3,Murrayfield,9,Scotland,0
1969,Trim 4,decembre,20,8,South Africa,London,South Africa tour,1969-70,South Africa rugby union tour of Britain and Ireland,England,11 - 8,11,England,0,3,Twickenham,19,England,0
1970,Trim 1,janvier,10,8,South Africa,Dublin,South Africa tour,1969e70,South Africa rugby union tour of Britain and Ireland,Ireland,8 - 8,8,Ireland,0,0,Lansdowne Road,16,Draw,0
1970,Trim 1,janvier,10,11,France,Edinburgh,Five Nations Championship,1970,Five Nations Championship,Scotland,9 - 11,9,Scotland,0,-2,Murrayfield,20,France,0
1970,Trim 1,janvier,24,0,Ireland,Paris,Five Nations Championship,1970,Five Nations Championship,France,8 - 0,8,France,0,8,Colombes,8,France,0
1970,Trim 1,janvier,24,6,South Africa,Cardiff,South Africa tour,1969e70,South Africa tour of Great Britain and Ireland,Wales,6 - 6,6,Wales,0,0,National Stadium,12,Draw,0
1970,Trim 1,fevrier,7,9,Scotland,Cardiff,Five Nations Championship,1970,Five Nations Championship,Wales,18 - 9,18,Wales,0,9,National Stadium,27,Wales,0
1970,Trim 1,fevrier,14,3,Ireland,London,Five Nations Championship,1970,Five Nations Championship,England,9 - 3,9,England,0,6,Twickenham,12,England,0
1970,Trim 1,fevrier,21,5,England,Edinburgh,Five Nations Championship,1970,Five Nations Championship,Scotland,14 - 5,14,Scotland,0,9,Murrayfield Stadium,19,Scotland,0
1970,Trim 1,fevrier,28,11,Scotland,Dublin,Five Nations Championship,1970,Five Nations Championship,Ireland,16 - 11,16,Ireland,0,5,Lansdowne Road,27,Ireland,0
1970,Trim 1,fevrier,28,17,Wales,London,Five Nations Championship,1970,Five Nations Championship,England,13 - 17,13,England,0,-4,Twickenham,30,Wales,0
1970,Trim 1,mars,14,0,Wales,Dublin,Five Nations Championship,1970,Five Nations Championship,Ireland,14 - 0,14,Ireland,0,14,Lansdowne Road,14,Ireland,0
1970,Trim 2,avril,4,6,France,Cardiff,Five Nations Championship,1970,Five Nations Championship,Wales,11 - 6,11,Wales,0,5,National Stadium,17,Wales,0
1970,Trim 2,avril,18,13,England,Colombes,Five Nations Championship,1970,Five Nations Championship,France,35 - 13,35,France,0,22,Stade Yves-du-Manoir,48,France,0
1970,Trim 2,juin,6,3,Scotland,Sydney,Scotland tour,1970,Scotland tour of Australia,Australia,23 - 3,23,Australia,0,20,Sydney Cricket Ground,26,Australia,0
1970,Trim 3,juillet,25,6,New Zealand,Pretoria,New Zealand tour,1970,New Zealand tour,South Africa,17 - 6,17,South Africa,0,11,Loftus Versfeld Stadium,23,South Africa,0
1970,Trim 3,aout,8,9,New Zealand,Cape Town,New Zealand tour,1970,New Zealand tour,South Africa,8 - 9,8,South Africa,0,-1,Newlands,17,New Zealand,0
1970,Trim 3,aout,29,3,New Zealand,Port Elizabeth,New Zealand tour,1970,New Zealand tour,South Africa,14 - 3,14,South Africa,0,11,Boet Erasmus Stadium,17,South Africa,0
1970,Trim 3,septembre,12,17,New Zealand,Johannesburg,New Zealand tour,1970,New Zealand tour,South Africa,20 - 17,20,South Africa,0,3,Ellis Park,37,South Africa,0
1971,Trim 1,janvier,16,6,England,Cardiff,Five Nations Championship,1971,Five Nations Championship,Wales,22 - 6,22,Wales,0,16,Cardiff Arms Park,28,Wales,0
1971,Trim 1,janvier,16,8,Scotland,Colombes,Five Nations Championship,1971,Five Nations Championship,France,13 - 8,13,France,0,5,Stade Yves-du-Manoir,21,France,0
1971,Trim 1,janvier,30,9,France,Dublin,Five Nations Championship,1971,Five Nations Championship,Ireland,9 - 9,9,Ireland,0,0,Lansdowne Road,18,Draw,0
1971,Trim 1,fevrier,6,19,Wales,Edinburgh,Five Nations Championship,1971,Five Nations Championship,Scotland,18 - 19,18,Scotland,0,-1,Murrayfield Stadium,37,Wales,0
1971,Trim 1,fevrier,13,9,England,Dublin,Five Nations Championship,1971,Five Nations Championship,Ireland,6 - 9,6,Ireland,0,-3,Lansdowne Road,15,England,0
1971,Trim 1,fevrier,27,14,France,London,Five Nations Championship,1971,Five Nations Championship,England,14 - 14,14,England,0,0,Twickenham,28,Draw,0
1971,Trim 1,fevrier,27,17,Ireland,Edinburgh,Five Nations Championship,1971,Five Nations Championship,Scotland,5 - 17,5,Scotland,0,-12,Murrayfield Stadium,22,Ireland,0
1971,Trim 1,mars,13,9,Ireland,Cardiff,Five Nations Championship,1971,Five Nations Championship,Wales,23 - 9,23,Wales,0,14,National Stadium,32,Wales,0
1971,Trim 1,mars,20,16,Scotland,London,Five Nations Championship,1971,Five Nations Championship,England,15 - 16,15,England,0,-1,Twickenham Stadium,31,Scotland,0
1971,Trim 1,mars,27,6,England,Edinburgh,Rugby Union Centenary International,,Rugby Union Centenary International,Scotland,26 - 6,26,Scotland,0,20,Murrayfield Stadium,32,Scotland,0
1971,Trim 1,mars,27,9,Wales,Paris,Five Nations Championship,1971,Five Nations Championship,France,5 - 9,5,France,0,-4,Stade Colombes,14,Wales,0
1971,Trim 2,juin,12,9,France,Bloemfontein,France tour,1971,France rugby union tour of South Africa,South Africa,22 - 9,22,South Africa,0,13,Free State Stadium,31,South Africa,0
1971,Trim 2,juin,19,8,France,Durban,France tour,1971,France rugby union tour of South Africa,South Africa,8 - 8,8,South Africa,0,0,Kings Park,16,Draw,0
1971,Trim 3,juillet,17,19,South Africa,Sydney,South Africa tour,1971,South Africa tour of Australia,Australia,11 - 19,11,Australia,0,-8,Sydney Cricket Ground,30,South Africa,0
1971,Trim 3,juillet,31,14,South Africa,Brisbane,South Africa tour,1971,South Africa tour of Australia,Australia,6 - 14,6,Australia,0,-8,Brisbane Exhibition Ground,20,South Africa,0
1971,Trim 3,aout,7,18,South Africa,Sydney,South Africa tour,1971,South Africa tour of Australia,Australia,6 - 18,6,Australia,0,-12,Sydney Cricket Ground,24,South Africa,0
1971,Trim 4,novembre,20,13,Australia,Toulouse,Australia tour,1971,Australia tour of France,France,11 - 13,11,France,0,-2,Stadium Municipal,24,Australia,0
1971,Trim 4,novembre,27,9,Australia,Colombes,Australia tour,1971,Australia tour of France,France,18 - 9,18,France,0,9,Stade Yves-du-Manoir,27,France,0
1972,Trim 1,janvier,15,9,France,Edinburgh,Five Nations Championship,1972,Five Nations Championship,Scotland,20 - 9,20,Scotland,0,11,Murrayfield,29,Scotland,0
1972,Trim 1,janvier,15,12,Wales,London,Five Nations Championship,1972,Five Nations Championship,England,3 - 12,3,England,0,-9,Twickenham,15,Wales,0
1972,Trim 1,janvier,29,14,Ireland,Paris,Five Nations Championship,1972,Five Nations Championship,France,9 - 14,9,France,0,-5,Colombes,23,Ireland,0
1972,Trim 1,fevrier,5,12,Scotland,Cardiff,Five Nations Championship,1972,Five Nations Championship,Wales,35 - 12,35,Wales,0,23,National Stadium,47,Wales,0
1972,Trim 1,fevrier,12,16,Ireland,London,Five Nations Championship,1972,Five Nations Championship,England,12 - 16,12,England,0,-4,Twickenham,28,Ireland,0
1972,Trim 1,fevrier,26,12,England,Colombes,Five Nations Championship,1972,Five Nations Championship,France,37 - 12,37,France,0,25,Stade Yves-du-Manoir,49,France,0
1972,Trim 1,mars,18,9,England,Edinburgh,Five Nations Championship,1972,Five Nations Championship,Scotland,23 - 9,23,Scotland,0,14,Murrayfield Stadium,32,Scotland,0
1972,Trim 1,mars,25,6,France,Cardiff,Five Nations Championship,1972,Five Nations Championship,Wales,20 - 6,20,Wales,0,14,National Stadium,26,Wales,0
1972,Trim 2,avril,29,14,France,Dublin,Test Match,,Test Match,Ireland,24 - 14,24,Ireland,0,10,Lansdowne Road,38,Ireland,0
1972,Trim 2,juin,3,18,England,Johannesburg,England tour,1972,England rugby union tour of South Africa,South Africa,9 - 18,9,South Africa,0,-9,Ellis Park,27,England,0
1972,Trim 2,juin,17,14,France,Sydney,France tour,1972,France tour of Australia,Australia,14 - 14,14,Australia,0,0,Sydney Cricket Ground,28,Draw,0
1972,Trim 2,juin,25,16,France,Brisbane,France tour,1972,France tour of Australia,Australia,15 - 16,15,Australia,0,-1,Ballymore Stadium,31,France,0
1972,Trim 3,aout,19,6,Australia,Wellington,Australia tour,1972,Australia tour of New Zealand,New Zealand,29 - 6,29,New Zealand,0,23,Athletic Park,35,New Zealand,0
1972,Trim 3,septembre,2,17,Australia,Christchurch,Australia tour,1972,Australia tour of New Zealand,New Zealand,30 - 17,30,New Zealand,0,13,Lancaster Park,47,New Zealand,0
1972,Trim 3,septembre,16,3,Australia,Auckland,Australia tour,1972,Australia tour of New Zealand,New Zealand,38 - 3,38,New Zealand,0,35,Eden Park,41,New Zealand,0
1972,Trim 4,decembre,2,19,New Zealand,Cardiff,New Zealand tour,1972e73,New Zealand tour of Europe and North America,Wales,16 - 19,16,Wales,0,-3,National Stadium,35,New Zealand,0
1972,Trim 4,decembre,16,14,New Zealand,Edinburgh,New Zealand tour,1972-73,New Zealand tour,Scotland,9 - 14,9,Scotland,0,-5,Murrayfield,23,New Zealand,0
1973,Trim 1,janvier,6,9,New Zealand,London,New Zealand tour,1972e73,"New Zealand rugby union tour of Britain, Ireland, France and North America",England,0 - 9,0,England,0,-9,Twickenham,9,New Zealand,0
1973,Trim 1,janvier,13,13,Scotland,Paris,Five Nations Championship,1973,Five Nations Championship,France,16 - 13,16,France,0,3,Parc des Princes,29,France,0
1973,Trim 1,janvier,20,9,England,Cardiff,Five Nations Championship,1973,Five Nations Championship,Wales,25 - 9,25,Wales,0,16,Cardiff Arms Park,34,Wales,0
1973,Trim 1,janvier,20,10,New Zealand,Dublin,New Zealand tour,1972e73,"New Zealand rugby union tour of Britain, Ireland, France and North America",Ireland,10 - 10,10,Ireland,0,0,Lansdowne Road,20,Draw,0
1973,Trim 1,fevrier,3,9,Wales,Edinburgh,Five Nations Championship,1973,Five Nations Championship,Scotland,10 - 9,10,Scotland,0,1,Murrayfield Stadium,19,Scotland,0
1973,Trim 1,fevrier,10,6,New Zealand,Paris,New Zealand tour,1972e73,New Zealand tour,France,13 - 6,13,France,0,7,Parc des Princes,19,France,0
1973,Trim 1,fevrier,10,9,England,Dublin,Five Nations Championship,1973,Five Nations Championship,Ireland,18 - 9,18,Ireland,0,9,Lansdowne Road,27,Ireland,0
1973,Trim 1,fevrier,24,6,France,London,Five Nations Championship,1973,Five Nations Championship,England,14 - 6,14,England,0,8,Twickenham,20,England,0
1973,Trim 1,fevrier,24,14,Ireland,Edinburgh,Five Nations Championship,1973,Five Nations Championship,Scotland,19 - 14,19,Scotland,0,5,Murrayfield Stadium,33,Scotland,0
1973,Trim 1,mars,10,12,Ireland,Cardiff,Five Nations Championship,1973,Five Nations Championship,Wales,16 - 12,16,Wales,0,4,Cardiff Arms Park,28,Wales,0
1973,Trim 1,mars,17,13,Scotland,London,Five Nations Championship,1973,Five Nations Championship,England,20 - 13,20,England,0,7,Twickenham Stadium,33,England,0
